company_name,stock_symbol,legal_name,address,city,state,zipcode,area_code,primary_SIC_code,SIC6_description,SIC_code,primary_NAICS_code,NAICS8_description,parent_company_name,parent_company_ABI,classification,fossil_fuel_primary,clean_energy_primary,fossil_fuel_secondary,clean_energy_secondary,unique_id
Mitrabahtera Segara,MBSS,PT Mitrabahtera Segara Sejati Tbk,,,,,,,,,,,,,f,,,,,99c4aa09-0357-4d83-bf02-1bd0dc147f05
Mitrabara Adiperdana,MBAP,PT Mitrabara Adiperdana Tbk,,,,,,,,,,,,,f,,,,,ea98bb9d-4544-4488-9f98-b972afba0a91
Mitsui Matsushima Hldgs,1518,三井松島ホールディングス株式会社,,,,,,,,,,,,,f,,,,,0abad5b9-7282-4382-a8be-6a4cbf8df338
Mongolian Mining,975,Mongolian Mining Corp,,,,,,,,,,,,,f,,,,,4033ee06-5e02-4309-8444-9e541781ab19
Morella Corp,1MC,Morella Corp Ltd,,,,,,,,,,,,,f,,,,,68a8a460-3472-4237-aa92-01d06f3a9089
NACCO Industries,NC,NACCO Industries Inc,,,,,,,,,,,,,f,,,,,f2d19331-4fbc-4263-8c28-8ee466bf89e3
NALCO,532234,National Aluminium Co Ltd,,,,,,,,,,,,,f,,,,,9ee61495-dcb1-4151-bc91-d0fe57758c96
Natural Resources,NRP,Natural Resources Partners LP,,,,,,,,,,,,,f,,,,,3be50ef8-b29c-4bae-bd79-da7f0c97819d
Nava,513023,Nava Ltd,,,,,,,,,,,,,f,,,,,6c278b99-3b30-4b39-975f-165b6a4a644a
New Hope Corp,NHC,New Hope Corp Ltd,,,,,,,,,,,,,f,,,,,534d0a86-f07b-4aa2-a031-7eb2a956170d
Ningxia Baofeng Energy Gr,600989,宁夏宝丰能源集团股份有限公司,,,,,,,,,,,,,f,,,,,5359af00-3628-4e97-aadc-beabf6f27601
Nippon Coke & Engineering,3315,日本コークス工業株式会社,,,,,,,,,,,,,f,,,,,2a3fa013-1282-4a8d-a8b5-d03f70a9c9f4
Nippon Steel,5401,日本製鉄株式会社,,,,,,,,,,,,,f,,,,,df600d7d-76cd-4aea-8f7e-47345fecc7ba
NLC India,513683,NLC India Ltd,,,,,,,,,,,,,f,,,,,8ea1a70a-b97c-4198-a985-c39aad92c99a
NMDC,526371,NMDC Ltd,,,,,,,,,,,,,f,,,,,ef2c3814-f86a-4404-9f01-2498d3e43989
NorthWestern Energy Group,NWE,NorthWestern Energy Group Inc,,,,,,,,,,,,,f,,,,,942f6f99-9809-4edb-8123-652a0f405276
NTPC,532555,NTPC Ltd,,,,,,,,,,,,,f,,,,,4328ca53-d075-46bb-9edc-3d9ec5deeabe
ODAS Elektrik Uretim,ODAS,ODAS Elektrik Uretim Sanayi Ticaret A.S.,,,,,,,,,,,,,f,,,,,6f0af3f8-0a8f-406f-beaa-492963596a16
Orica,ORI,Orica Ltd,,,,,,,,,,,,,f,,,,,1dfd956b-de8f-4887-bb7d-6a87a85dc23e
Otter Tail,OTTR,Otter Tail Corp,,,,,,,,,,,,,f,,,,,bd762919-1e66-4234-aaba-636a80f3708f
Park Elektrik Uretim,PRKME,PARK ELEKTRİK ÜRETİM MADENCİLİK SANAYİ VE TİCARET A.Ş.,,,,,,,,,,,,,f,,,,,65d2d368-a14c-4636-9fe7-dfb045390d20
Peabody Energy,BTU,Peabody Energy Corp,,,,,,,,,,,,,f,,,,,0993dde4-df8f-46f1-94b9-782f401defd2
Perennial Energy Hldgs,2798,久泰邦达能源控股有限公司,,,,,,,,,,,,,f,,,,,2a624fb1-dc61-4deb-bb8f-c7dfac36a50c
Petrindo Jaya Kreasi,CUAN,PT Petrindo Jaya Kreasi Tbk,,,,,,,,,,,,,f,,,,,4ff06d87-5d89-43a9-8170-9c7ea7bd0688
Pingdingshan Tianan Coal,601666,平顶山天安煤业股份有限公司,,,,,,,,,,,,,f,,,,,fbeab145-7b56-4958-abc6-d85f32709eb7
Pinnacle West Capital,PNW,Pinnacle West Capital Corp,,,,,,,,,,,,,f,,,,,ac7d9bcc-d92a-44c1-8d08-dae9d38d2f3b
PKP Cargo,PKP,PKP Cargo SA,,,,,,,,,,,,,f,,,,,6659375c-bc96-4977-b67f-5c190d8582db
PNM Resources,PNM,PNM Resources Inc,,,,,,,,,,,,,f,,,,,0c17bcd8-86a8-4902-98c3-e1ef97bd01bf
POSCO Holdings,5490,(주)포스코,,,,,,,,,,,,,f,,,,,8314d0e6-544a-4a84-b282-5291bcaa6691
Power Construction,601669,中国电力建设股份有限公司,,,,,,,,,,,,,f,,,,,911dc621-868f-4200-8980-6658cd75c186
Power Finance Corp,532810,Power Finance Corp Ltd,,,,,,,,,,,,,f,,,,,ef81d01c-9260-4376-a2d2-70095e3ab827
Prakash Industries,506022,Prakash Industries Ltd,,,,,,,,,,,,,f,,,,,2623bc49-f31d-406b-8bb5-314093bad7e4
Prima Andalan Mandiri,MCOL,PT Prima Andalan Mandiri Tbk,,,,,,,,,,,,,f,,,,,89e1dc44-6104-4538-813e-0cd8c502b858
PT IMC Pelita Logistik,PSSI,PT IMC Pelita Logistik Tbk,,,,,,,,,,,,,f,,,,,c4c58563-4c6c-4377-82ab-44e8cc1ebc13
Qinghai Spring Medicinal,600381,青海春天药用资源科技股份有限公司,,,,,,,,,,,,,f,,,,,dd896dc9-28d9-44b9-a632-6918143ac314
Qinhuangdao Port Co,3369,秦皇岛港股份有限公司,,,,,,,,,,,,,f,,,,,18badd3a-984c-4250-9238-f426321c263f
Ramaco Resources,METC,Ramaco Resources Inc,,,,,,,,,,,,,f,,,,,0d3ac2b7-209e-415a-ac7a-c354e614be64
Refex Industries,532884,Refex Industries Ltd,,,,,,,,,,,,,f,,,,,5d1b9eda-eca1-464d-a922-b369704da11c
Reliance Infrastructure,500390,Reliance Infrastructure Ltd,,,,,,,,,,,,,f,,,,,6b63fa91-acd6-4db7-b5c9-de310f739c0c
Resource Alam Indonesia,KKGI,PT Resource Alam Indonesia Tbk,,,,,,,,,,,,,f,,,,,2e233677-aec1-4471-a127-f69445b2f122
RMK Energy,RMKE,PT RMK Energy Tbk,,,,,,,,,,,,,f,,,,,1b1c1030-4c81-4a75-8fd5-953f1881bd3d
SAIL,500113,Steel Authority Of India Ltd,,,,,,,,,,,,,f,,,,,b5c9a558-e40c-458b-9949-7194adfc2e0d
Samindo Resources,MYOH,PT Samindo Resources Tbk,,,,,,,,,,,,,f,,,,,ea14426a-409f-4a35-8a0f-5f7b7e8e7910
Sarda Energy & Minerals,504614,Sarda Energy & Minerals Ltd,,,,,,,,,,,,,f,,,,,2b921a19-0656-410f-9250-83a6dc6c2cdb
Semirara Mining and Power,SCC,Semirara Mining and Power Corp,,,,,,,,,,,,,f,,,,,432b8f8b-f747-4a93-b643-9969f514a779
Severstal,CHMF,ПАО Северсталь,,,,,,,,,,,,,f,,,,,acd500a8-9bba-4724-ad4b-5958b10cb3c1
Shaanxi Coal Industry,601225,陕西煤业股份有限公司,,,,,,,,,,,,,f,,,,,36133ae1-5c68-4024-b868-7ac9620fb307
Shaanxi Energy Investment,1286,陕西能源投资股份有限公司,,,,,,,,,,,,,f,,,,,d94b38a8-b07e-4fd7-9d58-2c66af504933
Shan Xi Hua Yang Group,600348,山西华阳集团新能股份有限公司,,,,,,,,,,,,,f,,,,,b6731722-b636-4cbc-97b9-feebede9b928
Shanghai Datun Energy,600508,上海大屯能源股份有限公司,,,,,,,,,,,,,f,,,,,1b868fee-32ae-4c9d-ad75-5ec71471053d
Shanxi Coal International,600546,山煤国际能源集团股份有限公司,,,,,,,,,,,,,f,,,,,fdc1ee5a-8325-4bd1-bde6-52043a08eb6f
Shanxi Coking Co,600740,山西焦化股份有限公司,,,,,,,,,,,,,f,,,,,dd2561fe-5dee-4cf4-ba0f-47469a27e597
Shanxi Coking Coal Energy,983,山西焦煤能源集团股份有限公司,,,,,,,,,,,,,f,,,,,b57229ac-fb9c-4844-901b-81a9268564e8
Shanxi Lu'an,601699,山西潞安环保能源开发股份有限公司,,,,,,,,,,,,,f,,,,,0b697233-0e70-47f6-b1d7-4fe99d3ef5b0
Shanxi Meijin Energy Co,723,山西美锦能源股份有限公司,,,,,,,,,,,,,f,,,,,d774b902-80c5-4ae0-80ce-4b79d868661e
Shikoku Electric Power,9507,四国電力株式会社,,,,,,,,,,,,,f,,,,,09c95186-aed4-4a53-8cba-7574fea60e9f
Shougang Fushan Res Gr,639,首鋼福山資源集團有限公司,,,,,,,,,,,,,f,,,,,8bb134c3-27c6-492d-b340-9ab18d9b5bcc
Shree Cement,500387,Shree Cement Ltd,,,,,,,,,,,,,f,,,,,9f3c57ad-4baf-4e67-bc9a-5ab93691fa7b
South32,S32,South32 Ltd,,,,,,,,,,,,,f,,,,,d65b042a-8c58-4a1c-9ce0-579bcf5e4b2d
SPIC Yuanda Environmental,600292,国家电投集团远达环保股份有限公司,,,,,,,,,,,,,f,,,,,a08f7cdb-ade4-4890-94eb-20b490a3e7ef
Stanmore Resources,SMR,Stanmore Resources Ltd,,,,,,,,,,,,,f,,,,,6964568f-d080-458a-9a37-54a197a84a9e
Sumiseki Holdings,1514,住石ホールディングス株式会社,,,,,,,,,,,,,f,,,,,37df4126-d934-4d6e-8282-f87f7f5dd1a7
SunCoke Energy,SXC,SunCoke Energy Inc,,,,,,,,,,,,,f,,,,,5ee9c943-4027-4029-bb59-8da0879aa0e0
Sunflag Iron & Steel Co,500404,Sunflag Iron & Steel Co Ltd,,,,,,,,,,,,,f,,,,,e51ec267-cdec-4764-a579-18f1fbe2e747
Taiheiyo Kouhatsu,8835,太平洋興発株式会社,,,,,,,,,,,,,f,,,,,52300082-f3fe-423c-a741-5f5a3e8eb3fb
Tata Power Co,500400,Tata Power Co Ltd,,,,,,,,,,,,,f,,,,,92a4a3b9-34dd-4588-8178-ece7ca2f4979
Tata Steel,TATASTEEL,Tata Steel Ltd,,,,,,,,,,,,,f,,,,,ea9e90fd-e999-46fb-8188-bfcf7962138c
Tata Steel Thailand,TSTH,บริษัท ทาทา สตีล (ประเทศไทย) จำกัด (มหาชน),,,,,,,,,,,,,f,,,,,c92b387f-a9fd-449d-af5c-12010bb495d4
TAURON Polska Energia,TPE,TAURON Polska Energia S.A,,,,,,,,,,,,,f,,,,,fca87173-f511-466d-a1a0-eb44657ce13a
TBEA Co,600089,特变电工股份有限公司,,,,,,,,,,,,,f,,,,,e68f321d-095b-4d0c-bb55-4971162b2c77
TBS Energi Utama,TOBA,PT TBS Energi Utama Tbk,,,,,,,,,,,,,f,,,,,dc7b9cb8-0597-4a1f-b95e-f14f790df9c9
TerraCom,TER,TerraCom Ltd,,,,,,,,,,,,,f,,,,,142841c1-668f-42ca-bdaa-2f9c7ab763ad
Thungela Resources,TGA,Thungela Resources Ltd,,,,,,,,,,,,,f,,,,,3a0ce74a-56cc-4d0c-a295-a7500d77228b
Tiand Di Science & Tech,600582,天地科技股份有限公司,,,,,,,,,,,,,f,,,,,f14da9ce-63db-46fc-9823-9fa9b2bae7ef
Tohoku Electric Power,9506,東北電力株式会社,,,,,,,,,,,,,f,,,,,dc2fd014-eca6-4b8b-8084-fb199675c947
Trada Alam Minera,TRAM,PT Trada Alam Minera Tbk,,,,,,,,,,,,,f,,,,,df01616f-cf1c-48ee-bed4-1fdd07bef821
Trans Power Marine,TPMA,PT Trans Power Marine Tbk,,,,,,,,,,,,,f,,,,,7a205ba7-3fea-46cf-a32d-0068e63f3db9
Transcoal Pacific,TCPI,PT Transcoal Pacific Tbk,,,,,,,,,,,,,f,,,,,691aa31f-491c-4931-b7fe-0fabef9e4386
UltraTech Cement,ULTRACEMCO,UltraTech Cement Ltd,,,,,,,,,,,,,f,,,,,87bf92c2-4211-4a3b-a5fd-9cc334ec98a8
United RUSAL Intl,RUAL,публичное акционерное общество ''Объединенная Компания ''РУСАЛ'''',,,,,,,,,,,,,f,,,,,d0bb8953-621a-4f6d-90aa-7be0896e91e7
United Tractors,UNTR,PT United Tractors Tbk,,,,,,,,,,,,,f,,,,,7061c76d-2ce1-4877-b219-8888c395f78b
Vedanta,500295,Vedanta Ltd,,,,,,,,,,,,,f,,,,,9b6f979f-c7d0-47dc-837e-e521192880e2
Vistra,VST,Vistra Corp,,,,,,,,,,,,,f,,,,,6fb8e288-b516-4588-90c5-e8001be74dc2
Warrior Met Coal,HCC,Warrior Met Coal Inc,,,,,,,,,,,,,f,,,,,650992f8-c7c9-4302-a800-f5bb7d7e6ddd
Washington H Soul,SOL,Washington H Soul Pattinson & Co Ltd,,,,,,,,,,,,,f,,,,,06134c28-9f4b-4f11-ab07-41359b7b3c38
Westshore Terminals,WTE,Westshore Terminals Investment Corp,,,,,,,,,,,,,f,,,,,a6a4d2da-78c5-42df-b502-062b01a081ff
Whitehaven Coal,WHC,Whitehaven Coal Ltd,,,,,,,,,,,,,f,,,,,0359f200-261b-466a-9452-8573a77659df
Wintime Energy Group,600157,永泰能源集团股份有限公司,,,,,,,,,,,,,f,,,,,24e9e106-bf98-412a-916a-23f240c810d6
Wison Eng Servs Co,2236,惠生工程技术服务有限公司,,,,,,,,,,,,,f,,,,,e4ee76dc-bf0c-453d-b2c6-882cfd6ac4cb
Xinjiang Zhongtai,2092,新疆中泰化学股份有限公司,,,,,,,,,,,,,f,,,,,f4d111b6-e078-4186-9119-ba59a295db7f
Yancoal Australia,YAL,Yancoal Australia Ltd,,,,,,,,,,,,,f,,,,,d9dba7b5-e0a2-4a99-9e0d-f2cff3e60862
Yankuang Energy Gr,600188,兖矿能源集团股份有限公司,,,,,,,,,,,,,f,,,,,bb4a3a85-ab05-4466-9b53-4344f1a48937
Yunnan Coal & Energy,600792,云南煤业能源股份有限公司,,,,,,,,,,,,,f,,,,,9480bfee-3bc7-4fbc-a8f9-fd0c3ad78bbd
Zhejiang Zheneng Electric,600023,浙江浙能电力股份有限公司,,,,,,,,,,,,,f,,,,,ef1d198e-395b-4991-91da-7b08d0957252
ZJMI Environmental Energy,603071,浙江物产环保能源股份有限公司,,,,,,,,,,,,,f,,,,,9e78311f-17ff-495c-8b3f-e2e9ce9b1c0b
